The underlying securities code,The underlying securities referred to,Today financing balance (yuan),Today financing the purchase amount (yuan),Today financing repayments (yuan),Today's trading margin,Today the amount of short selling,Today margin to repay the amount,date,name,Closing price,Highest Price,Lowest,Opening price,Before closing,Change Amount,Quote change,Turnover,Volume,Turnover,The total market capitalization,Market capitalization
600111,Baotou Steel Rare Earth,2416930464,332926868,210822615,790094,2398269,2347834,2013-12-02,Baotou Steel Rare Earth,26.11,26.99,25.68,26.16,26.51,-0.4,-1.5089,3.8761,57345345,1515813809,63239568840,38628957888
600111,Baotou Steel Rare Earth,2400345868,101566518,118151114,710059,834939,914974,2013-12-03,Baotou Steel Rare Earth,26.53,26.57,25.8,25.9,26.11,0.42,1.6086,2.0339,30091084,791955301,64256827320,39250335227
600111,Baotou Steel Rare Earth,2391008228,133105075,146180323,689159,772334,793234,2013-12-04,Baotou Steel Rare Earth,26.5,26.85,26.17,26.52,26.53,-0.03,-0.1131,2.1636,32009494,849573672,64184166000,39205951131
600111,Baotou Steel Rare Earth,2406472720,95402040,79937548,711559,510501,488101,2013-12-05,Baotou Steel Rare Earth,26.11,26.62,26.09,26.51,26.5,-0.39,-1.4717,1.449,21437289,563000081,63239568840,38628957888
600111,Baotou Steel Rare Earth,2392472219,44674261,58674762,727659,398309,382209,2013-12-06,Baotou Steel Rare Earth,26.18,26.47,26,26,26.11,0.07,0.2681,0.8884,13144048,345048905,63409111920,38732520778
600111,Baotou Steel Rare Earth,2415634499,62349644,39187364,738759,252400,241300,2013-12-09,Baotou Steel Rare Earth,26.18,26.57,26.1,26.38,26.18,0.0,0.0,0.9095,13456272,353886089,63409111920,38732520778
600111,Baotou Steel Rare Earth,2415542321,74008241,74100419,705959,1239103,1271903,2013-12-10,Baotou Steel Rare Earth,26.32,26.45,26.01,26.3,26.18,0.14,0.5348,1.1946,17674356,463364780,63748198080,38939646557
600111,Baotou Steel Rare Earth,2424830033,81033175,71745463,712359,1515246,1508846,2013-12-11,Baotou Steel Rare Earth,25.97,26.59,25.77,26,26.32,-0.35,-1.3298,1.5194,22479356,586984287,62900482680,38421832108
600111,Baotou Steel Rare Earth,2395404876,83443757,112868914,699575,562742,575526,2013-12-12,Baotou Steel Rare Earth,25.31,25.93,25.3,25.82,25.97,-0.66,-2.5414,1.6622,24591205,627365523,61301933640,37445382005
600111,Baotou Steel Rare Earth,2388664801,41384054,48124129,711154,303779,292200,2013-12-13,Baotou Steel Rare Earth,25.09,25.39,24.99,25,25.31,-0.22,-0.8692,0.8968,13267890,334264184,60769083960,37119898637
600111,Baotou Steel Rare Earth,2389672989,78808204,77800016,728591,970133,952696,2013-12-16,Baotou Steel Rare Earth,24.24,25.01,24.2,24.81,25.09,-0.85,-3.3878,1.8327,27113534,665376147,58710346560,35862349261
600111,Baotou Steel Rare Earth,2409958251,81686321,62447718,748346,595732,575977,2013-12-17,Baotou Steel Rare Earth,23.93,24.48,23.9,24.25,24.24,-0.31,-1.2789,1.4304,21161653,511716277,57959512920,35403713606
600111,Baotou Steel Rare Earth,2426342787,48784472,32399936,777646,476366,447066,2013-12-18,Baotou Steel Rare Earth,24.11,24.31,23.9,23.93,23.93,0.18,0.7522,0.9593,14192407,341416869,58395480840,35670018180
600111,Baotou Steel Rare Earth,2425097858,52203389,53448318,632030,1718791,1864407,2013-12-19,Baotou Steel Rare Earth,24.02,24.63,24,24.19,24.11,-0.09,-0.3733,1.3481,19944768,485250267,58177496880,35536865893
600111,Baotou Steel Rare Earth,2450591914,144873263,119379207,517730,2610429,2724729,2013-12-20,Baotou Steel Rare Earth,21.74,24.13,21.62,23.98,24.02,-2.28,-9.4921,3.6915,54614699,1243125930,52655236560,32163674626
600111,Baotou Steel Rare Earth,2450902999,78667436,78356351,530314,815190,802606,2013-12-23,Baotou Steel Rare Earth,21.95,22.28,21.71,22.01,21.74,0.21,0.966,1.5368,22736620,500680410,53163865800,32474363295
600111,Baotou Steel Rare Earth,2467293695,52759723,36369027,544914,420950,406350,2013-12-24,Baotou Steel Rare Earth,21.87,22.26,21.6,22.05,21.95,-0.08,-0.3645,1.2727,18828997,413094447,52970102280,32356005707
600111,Baotou Steel Rare Earth,2461313740,44483734,50463689,518651,217800,244063,2013-12-25,Baotou Steel Rare Earth,22.13,22.14,21.71,21.92,21.87,0.26,1.1888,0.8723,12905705,283974151,53599833720,32740667869
600111,Baotou Steel Rare Earth,2440987838,53645123,73971025,528067,1670594,1661178,2013-12-26,Baotou Steel Rare Earth,21.38,22.16,21.2,22.16,22.13,-0.75,-3.3891,1.5758,23312894,503066432,51783300720,31631065479
600111,Baotou Steel Rare Earth,2422867885,26203338,44323291,489510,764375,802932,2013-12-27,Baotou Steel Rare Earth,21.77,21.96,21.25,21.38,21.38,0.39,1.8241,1.1397,16861814,365701320,52727897880,32208058722
600111,Baotou Steel Rare Earth,2417016527,31131246,36982604,531410,309412,267512,2013-12-30,Baotou Steel Rare Earth,21.73,22.08,21.72,21.83,21.77,-0.04,-0.1837,0.8574,12684453,277649262,52631016120,32148879927
600111,Baotou Steel Rare Earth,2395669355,65224087,86571259,542453,1606851,1595808,2013-12-31,Baotou Steel Rare Earth,22.27,22.77,21.28,21.54,21.73,0.54,2.485,1.5764,23322519,517290181,53938919880,32947793649
600111,Baotou Steel Rare Earth,2362004341,33282776,66947790,505253,291600,328800,2014-01-02,Baotou Steel Rare Earth,22.14,22.23,21.99,22.17,22.27,-0.13,-0.5837,0.9099,13461656,297626404,53624054160,32755462568
600111,Baotou Steel Rare Earth,2341068392,91356674,112292623,578853,1510940,1437340,2014-01-03,Baotou Steel Rare Earth,22.8,23.39,22.65,23.3,22.14,0.66,2.981,2.2821,33762969,773730118,55222603200,33731912671
600111,Baotou Steel Rare Earth,2343897456,79770407,76941343,567471,1395302,1406684,2014-01-06,Baotou Steel Rare Earth,22.5,23.28,22.48,22.8,22.8,-0.3,-1.3158,1.888,27932338,639648065,54495990000,33288071715
600111,Baotou Steel Rare Earth,2330140763,45086728,58843421,568669,484075,482877,2014-01-07,Baotou Steel Rare Earth,22.11,22.64,22,22.59,22.5,-0.39,-1.7333,1.1622,17193993,383296231,53551392840,32711078472
600111,Baotou Steel Rare Earth,2340716973,52280208,41703998,554888,415510,429291,2014-01-08,Baotou Steel Rare Earth,21.85,22.46,21.83,21.98,22.11,-0.26,-1.1759,1.1182,16544103,364919148,52921661400,32326416310
600111,Baotou Steel Rare Earth,2329765661,65108138,76059450,601282,937715,891321,2014-01-09,Baotou Steel Rare Earth,21.51,22.13,21.38,21.9,21.85,-0.34,-1.5561,1.3383,19799926,428796611,52098166440,31823396560
600111,Baotou Steel Rare Earth,2299617838,31558283,61706106,561805,509459,548936,2014-01-10,Baotou Steel Rare Earth,21.5,21.75,21.32,21.51,21.51,-0.01,-0.0465,0.9545,14121756,303946783,52073946000,31808601861
600111,Baotou Steel Rare Earth,2284924597,48748263,63441504,590621,981133,952317,2014-01-13,Baotou Steel Rare Earth,21.69,22.14,21.5,21.54,21.5,0.19,0.8837,1.0662,15773608,343116933,52534134360,32089701133
600111,Baotou Steel Rare Earth,2270060892,32267611,47131316,513007,691835,769449,2014-01-14,Baotou Steel Rare Earth,21.67,21.74,21.21,21.71,21.69,-0.02,-0.0922,0.9412,13924677,298504531,52485693480,32060111736
600111,Baotou Steel Rare Earth,2262957184,26897935,34001643,617040,553508,449475,2014-01-15,Baotou Steel Rare Earth,21.46,21.76,21.35,21.71,21.67,-0.21,-0.9691,0.7675,11354541,243624313,51977064240,31749423067
600111,Baotou Steel Rare Earth,2289153351,110272442,84076275,496229,2484443,2605254,2014-01-16,Baotou Steel Rare Earth,22.01,22.26,21.34,21.45,21.46,0.55,2.5629,1.9301,28555956,625147255,53309188440,32563131487
600111,Baotou Steel Rare Earth,2270244990,50801506,69709867,511019,671252,656462,2014-01-17,Baotou Steel Rare Earth,21.35,21.85,21.33,21.8,22.01,-0.66,-2.9986,1.2365,18293200,393761069,51710639400,31586681383
600111,Baotou Steel Rare Earth,2247377152,34517080,57384918,656669,1194986,1049336,2014-01-20,Baotou Steel Rare Earth,20.81,21.28,20.71,21.28,21.35,-0.54,-2.5293,1.1768,17410202,364984007,50402735640,30787767662
600111,Baotou Steel Rare Earth,2221804824,48074238,82284943,704369,394816,348316,2014-01-21,Baotou Steel Rare Earth,20.93,21.18,20.61,20.81,20.81,0.12,0.5766,0.8236,12184644,255089154,50693380920,30965304044
600111,Baotou Steel Rare Earth,2230410980,144790661,136184505,610079,835728,930018,2014-01-22,Baotou Steel Rare Earth,21.61,21.7,20.82,20.96,20.93,0.68,3.2489,1.7232,25494231,545949049,52340370840,31971343545
600111,Baotou Steel Rare Earth,2201650944,54324129,83084165,562877,662340,709542,2014-01-23,Baotou Steel Rare Earth,21.32,21.58,21.23,21.58,21.61,-0.29,-1.342,1.1741,17370777,371303360,51637978080,31542297287
600111,Baotou Steel Rare Earth,2219617936,78021338,60054346,529896,1086970,1119951,2014-01-24,Baotou Steel Rare Earth,21.56,21.85,21.15,21.2,21.32,0.24,1.1257,1.4536,21505122,464688217,52219268640,31897370052
600111,Baotou Steel Rare Earth,2192621967,34214700,61210669,594330,362500,298066,2014-01-27,Baotou Steel Rare Earth,21.28,21.54,21.2,21.39,21.56,-0.28,-1.2987,1.0109,14955803,318805839,51541096320,31483118493
600111,Baotou Steel Rare Earth,2163534309,26680629,55768287,546586,93310,141054,2014-01-28,Baotou Steel Rare Earth,21.38,21.54,21.2,21.31,21.28,0.1,0.4699,0.676,10001808,213695853,51783300720,31631065479
600111,Baotou Steel Rare Earth,2142055217,28916388,50395480,538786,228961,236761,2014-01-29,Baotou Steel Rare Earth,21.24,21.6,21.18,21.41,21.38,-0.14,-0.6548,0.8056,11919233,254334805,51444214560,31423939699
600111,Baotou Steel Rare Earth,2083046078,30138671,89147810,480886,173004,230904,2014-01-30,Baotou Steel Rare Earth,20.89,21.3,20.81,21.25,21.24,-0.35,-1.6478,0.8806,13027720,273052359,50596499160,30906125250
600111,Baotou Steel Rare Earth,2058501503,33241696,57786271,531960,198774,147700,2014-02-07,Baotou Steel Rare Earth,21,21.1,20.68,20.89,20.89,0.11,0.5266,0.6997,10352409,216703943,50862924000,31068866934
600111,Baotou Steel Rare Earth,2061175379,169759410,167085534,533418,3271914,3270456,2014-02-10,Baotou Steel Rare Earth,22.45,22.74,21.2,21.23,21,1.45,6.9048,3.6488,53983488,1195945035,54374887800,33214098222
600111,Baotou Steel Rare Earth,2062842517,125901741,124234602,535974,1707355,1704799,2014-02-11,Baotou Steel Rare Earth,22.22,22.52,21.97,22.46,22.45,-0.23,-1.0245,2.442,36128356,804089329,53817817680,32873820156
600111,Baotou Steel Rare Earth,2075640246,86370351,73572622,524074,141900,153800,2014-02-12,Baotou Steel Rare Earth,22.34,22.44,22.11,22.32,22.22,0.12,0.5401,1.3376,19789370,440462933,54108462960,33051356538
600111,Baotou Steel Rare Earth,2056633642,88868480,107875084,623458,2366705,2267321,2014-02-13,Baotou Steel Rare Earth,22.36,22.77,22.18,22.35,22.34,0.02,0.0895,2.2507,33297798,750501092,54156903840,33080945935
600111,Baotou Steel Rare Earth,2059381225,84693835,81946252,572524,1260196,1311130,2014-02-14,Baotou Steel Rare Earth,22.54,22.77,22.34,22.36,22.36,0.18,0.805,1.6816,24878236,561699701,54592871760,33347250509
600111,Baotou Steel Rare Earth,2042272869,98634327,115742683,734324,1328123,1166323,2014-02-17,Baotou Steel Rare Earth,22.65,22.87,22.32,22.79,22.54,0.11,0.488,2.0192,29872871,673913979,54859296600,33509992193
600111,Baotou Steel Rare Earth,2022645446,77590431,97217854,612124,492064,614264,2014-02-18,Baotou Steel Rare Earth,22.14,22.69,22.02,22.69,22.65,-0.51,-2.2517,1.764,26097504,579205259,53624054160,32755462568
600111,Baotou Steel Rare Earth,2013124804,77389567,86910209,700014,485374,397484,2014-02-19,Baotou Steel Rare Earth,22.16,22.36,21.84,22.14,22.14,0.02,0.0903,1.5117,22365737,494061006,53672495040,32785051965
600111,Baotou Steel Rare Earth,1984178806,110125273,139071271,799589,2568963,2469388,2014-02-20,Baotou Steel Rare Earth,22.08,22.54,21.82,21.87,22.16,-0.08,-0.361,2.2772,33690943,746111325,53478731520,32666694376
600111,Baotou Steel Rare Earth,1982507445,65142121,66813482,592464,794504,1001629,2014-02-21,Baotou Steel Rare Earth,21.76,22.19,21.68,21.86,22.08,-0.32,-1.4493,1.3542,20034372,438383965,52703677440,32193264023
600111,Baotou Steel Rare Earth,1929708827,72144232,124942850,646398,1158906,1104972,2014-02-24,Baotou Steel Rare Earth,21.12,21.6,21.05,21.6,21.76,-0.64,-2.9412,1.5896,23517266,498855108,51153569280,31246403317
600111,Baotou Steel Rare Earth,1917930756,59359872,71137944,670998,1012413,987813,2014-02-25,Baotou Steel Rare Earth,20.82,21.43,20.55,21.11,21.12,-0.3,-1.4205,1.5415,22805339,478370070,50426956080,30802562360
600111,Baotou Steel Rare Earth,1905056737,59940005,72814024,664298,2382828,2389528,2014-02-26,Baotou Steel Rare Earth,21.41,21.43,20.82,20.95,20.82,0.59,2.8338,1.7039,25208615,533668106,51855962040,31675449574
600111,Baotou Steel Rare Earth,1873423282,60510600,92144055,769998,1286782,1181082,2014-02-27,Baotou Steel Rare Earth,20.75,21.62,20.72,21.57,21.41,-0.66,-3.0827,1.4779,21865523,463075156,50257413000,30698999471
600111,Baotou Steel Rare Earth,1851838567,48126293,69711008,847453,606327,528872,2014-02-28,Baotou Steel Rare Earth,21,21.1,20.55,20.65,20.75,0.25,1.2048,1.0932,16173120,336294724,50862924000,31068866934
600111,Baotou Steel Rare Earth,1846720733,46138633,51256467,823253,640845,665045,2014-03-03,Baotou Steel Rare Earth,21.05,21.19,20.81,21.1,21,0.05,0.2381,0.999,14780408,310884166,50984026200,31142840427
600111,Baotou Steel Rare Earth,1838454209,65270323,73536847,795353,1952204,1980104,2014-03-04,Baotou Steel Rare Earth,21.19,21.55,20.63,20.99,21.05,0.14,0.6651,1.7812,26352360,555816003,51323112360,31349966206
600111,Baotou Steel Rare Earth,1837496761,45102492,46059940,843353,520699,472699,2014-03-05,Baotou Steel Rare Earth,20.96,21.33,20.94,21.24,21.19,-0.23,-1.0854,1.011,14957905,315699361,50766042240,31009688140
600111,Baotou Steel Rare Earth,1828864103,28257445,36890103,825543,878988,896798,2014-03-06,Baotou Steel Rare Earth,20.8,20.97,20.66,20.8,20.96,-0.16,-0.7634,0.8922,13199091,274534439,50378515200,30772972963
600111,Baotou Steel Rare Earth,1795478266,58813749,92199586,680553,1951849,2096839,2014-03-07,Baotou Steel Rare Earth,21.04,21.66,20.81,20.81,20.8,0.24,1.1538,1.6151,23895616,508194204,50959805760,31128045728
600111,Baotou Steel Rare Earth,1782895576,54874263,67456953,585053,1070199,1165699,2014-03-10,Baotou Steel Rare Earth,20.18,20.79,20.11,20.78,21.04,-0.86,-4.0875,1.4333,21205871,432953738,48876847920,29855701654
600111,Baotou Steel Rare Earth,1743573652,25190205,64512129,829886,794752,549919,2014-03-11,Baotou Steel Rare Earth,20.15,20.29,19.92,20.17,20.18,-0.03,-0.1487,0.8338,12336080,247695788,48804186600,29811317558
600111,Baotou Steel Rare Earth,1719439926,25331236,49464962,687353,785536,928069,2014-03-12,Baotou Steel Rare Earth,20.19,20.27,19.95,20.1,20.15,0.04,0.1985,0.8623,12757611,256657304,48901068360,29870496352
600111,Baotou Steel Rare Earth,1720828292,51735516,50347150,718017,382616,351952,2014-03-13,Baotou Steel Rare Earth,20.26,20.55,20.13,20.26,20.19,0.07,0.3467,0.9294,13750566,279193345,49070611440,29974059242
600111,Baotou Steel Rare Earth,1682359199,33954665,72423758,844817,381723,254923,2014-03-14,Baotou Steel Rare Earth,20.13,20.43,20.04,20.2,20.26,-0.13,-0.6417,0.8244,12197457,246408163,48755745720,29781728161
600111,Baotou Steel Rare Earth,1683428255,46811008,45741952,758617,506389,592589,2014-03-17,Baotou Steel Rare Earth,20.34,20.43,20.03,20.15,20.13,0.21,1.0432,1.0122,14974504,302988232,49264374960,30092416830
600111,Baotou Steel Rare Earth,1680135372,57270124,60563007,768917,935475,925175,2014-03-18,Baotou Steel Rare Earth,20.23,20.48,20.15,20.35,20.34,-0.11,-0.5408,1.1036,16327208,331686289,48997950120,29929675146
600111,Baotou Steel Rare Earth,1672882724,31756103,39008751,823917,537746,482746,2014-03-19,Baotou Steel Rare Earth,19.97,20.15,19.81,20.14,20.23,-0.26,-1.2852,1.0649,15754352,313930789,48368218680,29545012984
600111,Baotou Steel Rare Earth,1661760839,40950009,52071894,798317,555093,580693,2014-03-20,Baotou Steel Rare Earth,19.44,20.06,19.42,19.79,19.97,-0.53,-2.654,1.1704,17315264,342041970,47084535360,28760893962
600111,Baotou Steel Rare Earth,1652897470,70127869,78991238,737917,1463812,1524212,2014-03-21,Baotou Steel Rare Earth,19.98,20.13,19.05,19.45,19.44,0.54,2.7778,1.7522,25922969,507393036,48392439120,29559807683
600111,Baotou Steel Rare Earth,1638070637,57017650,71844483,889465,1516619,1365071,2014-03-24,Baotou Steel Rare Earth,20.18,20.24,19.8,19.8,19.98,0.2,1.001,1.5842,23437735,470765789,48876847920,29855701654
600111,Baotou Steel Rare Earth,1626566607,55534457,67024525,603585,407621,693501,2014-03-25,Baotou Steel Rare Earth,20.06,20.28,19.9,20,20.18,-0.12,-0.5946,1.123,16614127,333208493,48586202640,29678165271
600111,Baotou Steel Rare Earth,1636413640,117907224,108060191,906265,2680477,2377797,2014-03-26,Baotou Steel Rare Earth,20.98,21.29,19.65,20.04,20.06,0.92,4.5862,2.909,43038139,883917718,50814483120,31039277537
600111,Baotou Steel Rare Earth,1625721778,85816324,96508186,754765,577923,729423,2014-03-27,Baotou Steel Rare Earth,20.43,20.95,20.4,20.95,20.98,-0.55,-2.6215,2.0347,30102356,620694232,49482358920,30225569117
600111,Baotou Steel Rare Earth,1638344208,72846766,60224336,670165,1082557,1167157,2014-03-28,Baotou Steel Rare Earth,20.24,20.77,20.06,20.41,20.43,-0.19,-0.93,1.6355,24197152,493846900,49022170560,29944469845
600111,Baotou Steel Rare Earth,1635245364,34050636,37149479,672253,621850,619762,2014-03-31,Baotou Steel Rare Earth,20.02,20.33,19.93,20.1,20.24,-0.22,-1.087,0.8315,12301424,247375740,48489320880,29618986477
600111,Baotou Steel Rare Earth,1637172997,30972968,29045335,751846,713783,634190,2014-04-01,Baotou Steel Rare Earth,20.19,20.29,19.97,20.01,20.02,0.17,0.8492,0.7208,10663696,214909413,48901068360,29870496352
600111,Baotou Steel Rare Earth,1627399255,47633008,57406750,836914,865114,780046,2014-04-02,Baotou Steel Rare Earth,20.23,20.49,20.1,20.15,20.19,0.04,0.1981,0.9718,14377563,291050165,48997950120,29929675146
600111,Baotou Steel Rare Earth,1620444305,48337482,55292432,790104,174030,220840,2014-04-03,Baotou Steel Rare Earth,20.05,20.42,20.02,20.25,20.23,-0.18,-0.8898,0.9588,14185775,286307584,48561982200,29663370573
600111,Baotou Steel Rare Earth,1634787662,150126753,135783396,622451,2893062,3060715,2014-04-04,Baotou Steel Rare Earth,20.82,21.2,19.95,20.03,20.05,0.77,3.8404,3.2376,47898983,993864747,50426956080,30802562360
600111,Baotou Steel Rare Earth,1679709378,191773603,146851887,584351,2033191,2071291,2014-04-08,Baotou Steel Rare Earth,21.2,21.47,20.54,20.66,20.82,0.38,1.8252,2.8796,42602328,899608455,51347332800,31364760905
600111,Baotou Steel Rare Earth,1692201247,133787483,121295614,558551,2716998,2742798,2014-04-09,Baotou Steel Rare Earth,21.33,21.68,21.07,21.33,21.2,0.13,0.6132,2.5425,37616038,803913370,51662198520,31557091986
600111,Baotou Steel Rare Earth,1685542226,121805836,128464857,558884,523287,522954,2014-04-10,Baotou Steel Rare Earth,21.28,21.54,21.04,21.37,21.33,-0.05,-0.2344,2.1826,32291188,685591320,51541096320,31483118493
600111,Baotou Steel Rare Earth,1646130697,65444654,104856183,554084,251479,256279,2014-04-11,Baotou Steel Rare Earth,20.93,21.22,20.9,21.19,21.28,-0.35,-1.6447,1.433,21200232,446104411,50693380920,30965304044
600111,Baotou Steel Rare Earth,1671028282,91567180,66669595,667086,2488636,2375634,2014-04-14,Baotou Steel Rare Earth,21.08,21.35,20.73,20.8,20.93,0.15,0.7167,1.7989,26614367,561545389,51056687520,31187224522
600111,Baotou Steel Rare Earth,1676062597,81452642,76418327,696684,1728736,1699138,2014-04-15,Baotou Steel Rare Earth,21.01,21.29,20.8,21,21.08,-0.07,-0.3321,1.3958,20650417,433449312,50887144440,31083661633
600111,Baotou Steel Rare Earth,1663223811,127832592,140671378,526867,2189733,2359550,2014-04-16,Baotou Steel Rare Earth,20.14,20.65,20.1,20.65,21.01,-0.87,-4.1409,3.033,44872602,909493664,48779966160,29796522860
600111,Baotou Steel Rare Earth,1662479112,44138353,44883052,662218,1179631,1044280,2014-04-17,Baotou Steel Rare Earth,20.01,20.26,19.97,20.14,20.14,-0.13,-0.6455,1.2531,18538707,371961237,48465100440,29604191779
600111,Baotou Steel Rare Earth,1644944584,26436107,43970635,602350,660318,720186,2014-04-18,Baotou Steel Rare Earth,20.07,20.15,19.85,20.01,20.01,0.06,0.2999,0.8352,12356456,247332345,48610423080,29692959970
600111,Baotou Steel Rare Earth,1637062023,36477475,44360036,664017,516356,454689,2014-04-21,Baotou Steel Rare Earth,19.8,20.18,19.75,19.92,20.07,-0.27,-1.3453,0.9349,13831374,275775869,47956471200,29293503109
